,title,genres,overview,production_companies,original_language,status,averageRating,numVotes,combined_features,index
1975,adam,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Adam, a lonely man with Asperger's Syndrome, develops a relationship with his upstairs neighbor, Beth.","[{'name': 'Vox3 Films', 'id': 3279}, {'name': 'Serenade Films', 'id': 3459}, {'name': 'Olympus Pictures', 'id': 7400}, {'name': 'Deer Path Productions', 'id': 9352}, {'name': 'Northwood Productions', 'id': 9353}]",en,Released,7.2,33325.0,adam drama romance drama romance adam a lonely man with aspergers syndrome develops a relationship with his upstairs neighbor beth vox films serenade films olympus pictures deer path productions northwood productions en en en,1975
1976,the time traveler's wife,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]","Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire.","[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Nick Wechsler Productions', 'id': 8073}, {'name': 'Internationale Scarena Filmproduktionsgesellschaft 2', 'id': 23046}]",en,Released,7.1,138792.0,the time travelers wife drama romance fantasy drama romance fantasy due to a genetic disorder handsome librarian henry detamble involuntarily zips through time appearing at various moments in the life of his true love the beautiful artist clare abshire new line cinema plan b entertainment nick wechsler productions internationale scarena filmproduktionsgesellschaft en en en,1976
1977,bronson,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","A young man who was sentenced to 7 years in prison for robbing a post office ends up spending 30 years in solitary confinement. During this time, his own personality is supplanted by his alter ego, Charles Bronson.","[{'name': 'EM Media', 'id': 1917}, {'name': 'Aramid Entertainment Fund', 'id': 3272}, {'name': 'Vertigo Films', 'id': 10393}, {'name': 'Str8jacket Creations', 'id': 11366}, {'name': '4DH Films', 'id': 11367}, {'name': 'Perfume Films', 'id': 11368}]",en,Released,7.1,117929.0,bronson drama action crime drama action crime a young man who was sentenced to years in prison for robbing a post office ends up spending years in solitary confinement during this time his own personality is supplanted by his alter ego charles bronson em media aram entertainment fund vertigo films strjacket creations dh films perfume films en en en,1977
1978,if only,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","After his impetuous musician girlfriend, Samantha, dies in an accident shortly after they had a fight (and nearly broke up), a grief-stricken British businessman, Ian Wyndham, living in London gets a chance to relive the day all over again, in the hope of changing the events that led up to her getting killed.","[{'name': 'Intermedia Films', 'id': 763}, {'name': 'Tapestry Films', 'id': 870}, {'name': 'Box Film', 'id': 3275}, {'name': 'Outlaw Productions (I)', 'id': 19507}, {'name': 'Love Spell Entertainment', 'id': 50796}, {'name': 'Bondesen-Graup', 'id': 50797}, {'name': 'If Only Production Services Ltd.', 'id': 50798}]",en,Released,7.2,31136.0,if only fantasy drama romance fantasy drama romance after his impetuous musician girlfriend samantha dies in an accent shortly after they had a fight (and nearly broke up) a grief-stricken british businessman ian wyndham living in london gets a chance to relive the day all over again in the hope of changing the events that led up to her getting killed intermedia films tapestry films box film outlaw productions (i) love spell entertainment bondesen-graup if only production services ltd en en en,1978
1979,it might get loud,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]","A documentary on the electric guitar from the point of view of three significant rock musicians: the Edge, Jimmy Page and Jack White.",[],en,Released,7.6,12253.0,it might get loud documentary music documentary music a documentary on the electric guitar from the point of view of three significant rock musicians the edge jimmy page and jack white en en en,1979
1980,the secret in their eyes,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,"[{'name': '100 Bares', 'id': 5517}, {'name': 'Haddock Films S.R.L.', 'id': 5623}, {'name': 'Instituto Nacional de Cine y Artes Audiovisuales (INCAA)', 'id': 6458}, {'name': 'Televisión Española (TVE)', 'id': 6639}, {'name': 'Tornasol Films', 'id': 7680}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Ministerio de Cultura', 'id': 11408}, {'name': 'Instituto de Crédito Oficial (ICO)', 'id': 11427}, {'name': 'Televisión Federal (Telefe)', 'id': 21915}]",es,Released,8.2,188566.0,the secret in their eyes crime drama mystery romance crime drama mystery romance a retired legal counselor writes a novel hoping to find closure for one of his past unresolved homice cases and for his unreciprocated love with his superior - both of which still haunt him decades later bares haddock films srl instituto nacional de cine y artes audiovisuales (incaa) televisión española (tve) tornasol films canal+ españa ministerio de cultura instituto de crédito oficial (ico) televisión federal (telefe) es es es,1980
1981,9,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","When 9 first comes to life, he finds himself in a post-apocalyptic world. All humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group, 9 convinces the others that hiding will do them no good.","[{'name': 'Focus Films', 'id': 1268}, {'name': 'Starz Animation', 'id': 2885}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Arc Productions', 'id': 10280}]",en,Released,7.1,131482.0, action adventure animation science fiction thriller action adventure animation science fiction thriller when first comes to life he finds himself in a post-apocalyptic world all humans are gone and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction despite being the neophyte of the group convinces the others that hing will do them no good focus films starz animation relativity media tim burton productions arc productions en en en,1981
1982,frequently asked questions about time travel,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",Three men walk into a bar; two geeks and a cynic. They are three ordinary blokes who all have dreams and hopes for an exciting and better future,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Dog Lamp Films', 'id': 4128}, {'name': 'HBO Films', 'id': 7429}]",en,Released,7.1,31874.0,frequently asked questions about time travel drama comedy science fiction romance drama comedy science fiction romance three men walk into a bar; two geeks and a cynic they are three ordinary blokes who all have dreams and hopes for an exciting and better future bbc films dog lamp films hbo films en en en,1982
1983,the white ribbon,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","Strange events happen in a small village in the north of Germany during the years just before World War I, which seem to be ritual punishment. The abused and suppressed children of the villagers seem to be at the heart of this mystery.","[{'name': 'Les Films du Losange', 'id': 223}, {'name': 'Wega Film', 'id': 224}, {'name': 'Lucky Red', 'id': 779}, {'name': 'X-Filme Creative Pool', 'id': 1972}]",de,Released,7.8,67536.0,the white ribbon crime drama mystery crime drama mystery strange events happen in a small village in the north of germany during the years just before world war i which seem to be ritual punishment the abused and suppressed children of the villagers seem to be at the heart of this mystery les films du losange wega film lucky red x-filme creative pool de de de,1983
1984,green lantern: first flight,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]","Test pilot Hal Jordan finds himself recruited as the newest member of the intergalactic police force, The Green Lantern Corps.","[{'name': 'DC Comics', 'id': 429}, {'name': 'Warner Bros. Animation', 'id': 2785}]",en,Released,7.1,14619.0,green lantern first flight action animation science fiction action animation science fiction test pilot hal jordan finds himself recruited as the newest member of the intergalactic police force the green lantern corps dc comics warner bros animation en en en,1984
1985,"food, inc.","[{'id': 99, 'name': 'Documentary'}]","Documentary filmmaker Robert Kenner examines how mammoth corporations have taken over all aspects of the food chain in the United States, from the farms where our food is grown to the chain restaurants and supermarkets where it's sold. Narrated by author and activist Eric Schlosser, the film features interviews with average Americans about their dietary habits, commentary from food experts like Michael Pollan and unsettling footage shot inside large-scale animal processing plants.","[{'name': 'Magnolia Pictures', 'id': 1030}]",en,Released,7.8,49052.0,food inc documentary documentary documentary filmmaker robert kenner examines how mammoth corporations have taken over all aspects of the food chain in the united states from the farms where our food is grown to the chain restaurants and supermarkets where its sold narrated by author and activist eric schlosser the film features interviews with average americans about their dietary habits commentary from food experts like michael pollan and unsettling footage shot inse large-scale animal processing plants magnolia pictures en en en,1985
