Index,Id,Title,Year,Rated,Runtime,Director,Writer,Actors,Plot,imdbRating,imdbVotes
5308,7987,Dolls,1987,R,77 min,Stuart Gordon,Ed Naha,"Ian Patrick Williams, Carolyn Purdy-Gordon, Carrie Lorraine, Guy Rolfe",A group of people stop by a mansion during a storm and discover two magical toy makers and their haunted collection of dolls.,6.3,7181
5309,7990,Rock 'n' Roll High School,1979,PG,93 min,"Allan Arkush, Joe Dante","Richard Whitley (screenplay), Russ Dvonch (screenplay), Joseph McBride (screenplay), Allan Arkush (story), Joe Dante (story)","P.J. Soles, Vincent Van Patten, Clint Howard, Dey Young","A group of rock-music-loving students, with the help of the Ramones, take over their school to combat its newly installed oppressive administration.",6.8,7294
5310,7991,Death Race 2000,1975,R,80 min,Paul Bartel,"Robert Thom (screenplay), Charles B. Griffith (screenplay), Ib Melchior (story The Racer)","David Carradine, Simone Griffeth, Sylvester Stallone, Mary Woronov","In a dystopian future, a cross country automobile race requires contestants to run down innocent pedestrians to gain points that are tallied based on each kill's brutality.",6.2,21276
5311,7995,The Wild Angels,1966,R,93 min,Roger Corman,Charles B. Griffith,"Peter Fonda, Nancy Sinatra, Bruce Dern, Diane Ladd","The ""Angles"", a San Pedro motorcycle gang, parties in the Coachella Valley's Palm Springs Indian Canyons, California, and wreaks havoc with the local police.",5.7,1985
5312,8003,Bedlam,1946,APPROVED,79 min,Mark Robson,"William Hogarth (suggested by The William Hogarth painting Bedlam Plate #8 ""The Rake's Progress""), Val Lewton (screenplay), Mark Robson (screenplay)","Boris Karloff, Anna Lee, Billy House, Richard Fraser","Nell Bowen, the spirited protege of rich Lord Mortimer, becomes interested in the conditions of notorious St. Mary's of Bethlehem Asylum (Bedlam). Encouraged by the Quaker Hannay, she tries...",6.9,2846
5313,8008,Brigadoon,1954,PASSED,108 min,Vincente Minnelli,"Alan Jay Lerner (screenplay), Alan Jay Lerner (musical)","Gene Kelly, Van Johnson, Cyd Charisse, Elaine Stewart","Two Americans on a hunting trip in Scotland become lost. They encounter a small village, not on the map, called Brigadoon, in which people harbor a mysterious secret, and behave as if they were still living two hundred years in the past.",6.9,6207
5314,8009,Marjorie Morningstar,1958,APPROVED,128 min,Irving Rapper,"Everett Freeman (screenplay), Herman Wouk (novel)","Gene Kelly, Natalie Wood, Claire Trevor, Everett Sloane","While working as a counselor at a summer camp, college-student Marjorie Morgenstern falls for 32-year-old Noel Airman, a would-be dramatist working at a nearby summer theater. Like Marjorie...",6.3,765
5315,8010,The Power of One,1992,PG-13,127 min,John G. Avildsen,"Bryce Courtenay (novel), Robert Mark Kamen (screenplay)","Nomadlozi Kubheka, Agatha Hurle, Nigel Ivy, Tracy Brooks Swope","An English boy, living in Africa during World War II, through his boxing prowess, becomes a symbol of hope, in a time of war.",7.2,7976
5316,8011,The Weather Underground,2002,UNRATED,92 min,"Sam Green, Bill Siegel(co-director)",N/A,"Lili Taylor, Pamela Z, Jim Lange, Evan White","The remarkable story of The Weather Underground, radical activists of the 1970s, and of radical politics at its best and most disastrous.",7.6,3132
5317,8012,Kikujiro,1999,PG-13,121 min,Takeshi Kitano,Takeshi Kitano,"Takeshi Kitano, Yusuke Sekiguchi, Kayoko Kishimoto, The Great Gidayû","A young, naive boy sets out alone on the road to find his wayward mother. Soon he finds an unlikely protector in a crotchety man and the two have a series of unexpected adventures along the way.",7.9,15642
5318,8014,"Spring, Summer, Fall, Winter... and Spring",2003,R,103 min,Ki-duk Kim,Ki-duk Kim,"Yeong-su Oh, Ki-duk Kim, Young-min Kim, Jae-kyeong Seo",A boy is raised by a Buddhist monk on an isolated floating temple where the years pass like the seasons.,8.1,67106
5319,8015,The Phantom Tollbooth,1970,G,90 min,"Chuck Jones, Abe Levitow, Dave Monahan","Chuck Jones (screenplay), Sam Rosen (screenplay), Norton Juster (based on the book by)","Butch Patrick, Mel Blanc, Daws Butler, Candy Candido","Milo is a boy who is bored with life. One day he comes home to find a toll booth in his room. Having nothing better to do, he gets in his toy car and drives through - only to emerge in a world full of adventure.",7,2394
5320,8016,The Getaway,1972,PG,123 min,Sam Peckinpah,"Walter Hill (screenplay), Jim Thompson (novel)","Steve McQueen, Ali MacGraw, Ben Johnson, Sally Struthers",A recently released ex-con and his loyal wife go on the run after a heist goes awry.,7.5,22969
5321,8019,Dark Water,2002,PG-13,101 min,Hideo Nakata,"Kôji Suzuki (novel), Ken'ichi Suzuki (screenplay), Yoshihiro Nakamura (screenplay)","Hitomi Kuroki, Rio Kanno, Mirei Oguchi, Asami Mizukawa",A mother and her 6 year old daughter move into a creepy apartment whose every surface is permeated by water.,6.7,26010
5322,8033,How to Steal a Million,1966,APPROVED,123 min,William Wyler,"George Bradshaw (based on a story by), Harry Kurnitz (screenplay)","Audrey Hepburn, Peter O'Toole, Eli Wallach, Hugh Griffith","Romantic comedy about a woman who must steal a statue from a Paris museum to help conceal her father's art forgeries, and the man who helps her.",7.6,19792
5323,8039,Support Your Local Sheriff!,1969,G,92 min,Burt Kennedy,William Bowers,"James Garner, Joan Hackett, Walter Brennan, Harry Morgan","In the old west, a man becomes a sheriff just for the pay, figuring he can decamp if things get tough. In the end, he uses ingenuity instead.",7.5,8307
5324,8042,Mean Streets,1973,R,112 min,Martin Scorsese,"Martin Scorsese (screenplay), Mardik Martin (screenplay), Martin Scorsese (story)","Robert De Niro, Harvey Keitel, David Proval, Amy Robinson",A small-time hood aspires to work his way up the ranks of a local mob.,7.4,75027
5325,8044,I Am a Fugitive from a Chain Gang,1932,NOT RATED,92 min,Mervyn LeRoy,"Robert E. Burns (by), Howard J. Green (screen play), Brown Holmes (screen play)","Paul Muni, Glenda Farrell, Helen Vinson, Noel Francis","Wrongly convicted James Allen serves in the intolerable conditions of a southern chain gang, which later comes back to haunt him.",8.1,9686
5326,8056,Harper,1966,NOT RATED,121 min,Jack Smight,"William Goldman (screenplay), Ross Macdonald (novel)","Paul Newman, Lauren Bacall, Julie Harris, Arthur Hill","Lew Harper, a cool private investigator, is hired by a wealthy California matron to locate her kidnapped husband.",7,6474
5327,8057,Sweet Bird of Youth,1962,APPROVED,120 min,Richard Brooks,"Tennessee Williams (play), Richard Brooks (written for the screen by)","Paul Newman, Geraldine Page, Shirley Knight, Ed Begley","Drifter Chance Wayne returns to his hometown after many years of trying to make it in the movies. Arriving with him is a faded film star he picked up along the way, Alexandra Del Lago. ...",7.5,5603
5328,8070,Grill Point,2002,N/A,106 min,Andreas Dresen,"Andreas Dresen, Cooky Ziesche (dramaturge)","Steffi Kühnert, Gabriela Maria Schmeide, Thorsten Merten, Axel Prahl","Two pairs, each married for quite a long time, are living in a small east German town. The film focuses on the relationships between each of the four people and what happens when an affair ...",7.2,1499
5329,8093,Swiri,1999,R,125 min,Je-kyu Kang,Je-kyu Kang,"Suk-kyu Han, Min-sik Choi, Yunjin Kim, Kang-ho Song","South Korean agents Ryu and Lee are tracking a female assassin from North Korea who has mysteriously disappeared. With new killings and the theft of a deadly bomb, time is running out to catch her.",6.7,7224
5330,8094,Bad Day at Black Rock,1955,APPROVED,81 min,John Sturges,"Millard Kaufman (screen play), Don McGuire (adaptation), Howard Breslin (based on a story by)","Spencer Tracy, Robert Ryan, Anne Francis, Dean Jagger","A one-armed stranger comes to a tiny town possessing a terrible past they want to keep secret, by violent means if necessary.",7.8,15797
5331,8117,In China They Eat Dogs,1999,NOT RATED,91 min,Lasse Spang Olsen,Anders Thomas Jensen (screenplay),"Kim Bodnia, Dejan Cukic, Nikolaj Lie Kaas, Tomas Villum Jensen","Two brothers, one cold and ruthless, the other sensitive and reluctant, and their brutal misadventures.",7.5,17265
5332,8121,Seducing Doctor Lewis,2003,UNRATED,108 min,Jean-François Pouliot,Ken Scott,"Raymond Bouchard, Dominik Michon-Dagenais, Guy-Daniel Tremblay, Nadia Drouin","A much-needed boost, in the form of a new factory, is promised to the residents of the tiny fishing village St. Marie-La-Mauderne, provided they can lure a doctor to take up full-time residency on the island. Inspired, the villagers devise a scheme to make Dr. Christopher Lewis a local.",7.5,4640
5333,8123,Sammy and Rosie Get Laid,1987,N/A,100 min,Stephen Frears,Hanif Kureishi,"Shashi Kapoor, Frances Barber, Claire Bloom, Ayub Khan-Din","Sammy and Rosie are an unconventional middle-class London married couple. They live in the midst of inner-city chaos, surround themselves with intellectual street people, and sleep with ...",6.7,1190
5334,8125,Sunrise,1927,NOT RATED,94 min,F.W. Murnau,"Carl Mayer (scenario), Hermann Sudermann (from an original theme by), Katherine Hilliker (titles), H.H. Caldwell (titles)","George O'Brien, Janet Gaynor, Margaret Livingston, Bodil Rosing",An allegorical tale about a man fighting the good and evil within him. Both sides are made flesh - one a sophisticated woman he is attracted to and the other his wife.,8.2,34182
5335,8126,Shock Corridor,1963,NOT RATED,101 min,Samuel Fuller,Samuel Fuller,"Peter Breck, Constance Towers, Gene Evans, James Best","Bent on winning a Pulitzer Prize, a journalist commits himself to a mental institution to solve a strange and unclear murder.",7.5,8833
5336,8128,Au Revoir les Enfants,1987,PG,104 min,Louis Malle,"Louis Malle, Louis Malle (scenario)","Gaspard Manesse, Raphael Fejtö, Francine Racette, Stanislas Carré de Malberg","A French boarding school run by priests seems to be a haven from World War II until a new student arrives. He becomes the roommate of top student in his class. Rivals at first, the roommates form a bond and share a secret.",8,26026
5337,8129,Sex: The Annabel Chong Story,1999,N/A,86 min,Gough Lewis,Kelly A. Morris (creator),"Annabel Chong, John T. Bone, Ed Powers, Walter Williams","During a ten-hour period in January, 1995, porn actress Annabel Chong (1972- ) had sex with 251 men in front of cameras. The resulting video sold more than 40,000 copies (she was never paid...",5.6,1264
5338,8130,The Girl Next Door,1999,R,82 min,Christine Fugate,"Mel Frohman (story), Russ Firestone (story), Mel Frohman (teleplay)","Stacy Valentine, Jack Gallagher, Russell Hampshire, Veronica Hart",A documentary about the rise to fame of adult movie star Stacy Valentine. Starting out as an under-confident woman pushed into entering a Hustler Magazine contest by her domineering husband...,6.2,746
5339,8131,Pursuit of Happiness,2001,NOT RATED,93 min,John Putch,John Robert Zaring,"Frank Whaley, Annabeth Gish, Amy Jo Johnson, Patrick Van Horn","An advertising executive fails to realize that the woman of his dreams is his best friend since first grade, now married to his cheating co-worker.",5.9,375
5340,8132,Gladiator,1992,R,101 min,Rowdy Herrington,"Djordje Milicevic (story), Robert Mark Kamen (story), Lyle Kessler (screenplay), Robert Mark Kamen (screenplay)","James Marshall, Richard Lexsee, T.E. Russell, Cuba Gooding Jr.","Tommy Riley has moved with his dad to Chicago from a 'nice place'. He keeps to himself, goes to school. However, after a street fight he is noticed and quickly falls into the world of illegal underground boxing - where punches can kill.",6.4,7095
5341,8133,The Inheritance,2003,UNRATED,115 min,Per Fly,"Per Fly (screenplay), Kim Leona (screenplay), Mogens Rukov (screenplay), Dorthe Warnø Høgh (screenplay)","Ulrich Thomsen, Lisa Werlinder, Ghita Nørby, Karina Skands",A young man is torn between his individual hopes and his sense of duty when his father dies and he is expected to take over the family industry.,7.3,4276
5342,8136,Indestructible Man,1956,APPROVED,72 min,Jack Pollexfen,"Vy Russell (original screenplay), Sue Dwiggins (original screenplay)","Lon Chaney Jr., Max Showalter, Marian Carr, Ross Elliott","Charles ""The Butcher"" Benton, a brutal death row inmate gets double-crossed by his crooked lawyer. He gets his chance for revenge when, after he's been executed, a bizarre experiment brings him back to life and more deadly than ever.",3.8,1727
5343,8137,The Wasp Woman,1959,NOT RATED,63 min,"Roger Corman, Jack Hill","Leo Gordon (screenplay), Kinta Zertuche (story)","Susan Cabot, Anthony Eisley, Barboura Morris, William Roerick","A cosmetics queen develops a youth formula from jelly taken from queen wasps, failing to anticipate the typical hoary side effects.",4.6,2991
5344,8138,Attack of the Giant Leeches,1959,APPROVED,62 min,Bernard L. Kowalski,"Leo Gordon (original story), Leo Gordon (screenplay)","Ken Clark, Yvette Vickers, Jan Shepard, Michael Emmet","A backwoods game warden and a local doctor discover that giant leeches are responsible for disappearances and deaths in a local swamp, but the local police don't believe them.",3.5,3252
5345,8142,Dead or Alive,1999,R,105 min,Takashi Miike,Ichiro Ryu,"Riki Takeuchi, Shô Aikawa, Renji Ishibashi, Hitoshi Ozawa",A yakuza of Chinese descent and a Japanese cop each wage their own war against the Japanese mafia. But they are destined to meet. Their encounter will change the world.,6.9,6382
5346,8143,Lola Montès,1955,NOT RATED,116 min,Max Ophüls,"Cécil Saint-Laurent (based on the novel by: ""La vie extraordinaire de Lola Montès""), Max Ophüls (scenario), Annette Wademant (adaptation), Max Ophüls (adaptation), Jacques Natanson (dialogue)","Martine Carol, Peter Ustinov, Anton Walbrook, Henri Guisol","The film tells the tragic story of Lola Montès, a great adventurer who becomes the main attraction of a circus after being the lover of various important European men.",7.4,3926
5347,8147,Charly,1968,M,103 min,Ralph Nelson,"Daniel Keyes (novel), Stirling Silliphant (screenplay)","Cliff Robertson, Claire Bloom, Lilia Skala, Leon Janney",An intellectually disabled man undergoes an experiment that gives him the intelligence of a genius.,7.1,5324
5348,8154,La Dolce Vita,1960,NOT RATED,174 min,Federico Fellini,"Federico Fellini (story), Ennio Flaiano (story), Tullio Pinelli (story), Federico Fellini (screenplay), Ennio Flaiano (screenplay), Tullio Pinelli (screenplay), Brunello Rondi (contributing writer)","Marcello Mastroianni, Anita Ekberg, Anouk Aimée, Yvonne Furneaux",A series of stories following a week in the life of a philandering paparazzo journalist living in Rome.,8.1,53665
5349,8157,Jin-Roh: The Wolf Brigade,1999,R,102 min,Hiroyuki Okiura,"Mamoru Oshii (creator), Mamoru Oshii, Robert Chomiak (English adaptation)","Michael Dobson, Yoshikazu Fujiki, Sumi Mutoh, Moneca Stori",A traumatized member of an elite para-military police force falls for the sister of a female terrorist courier who died in front of him on duty.,7.5,12176
